mhjd,mag_A,magerr_A,mag_B,magerr_B,mag_C,magerr_C,mag_D,magerr_D,telescope
56991.23982,-10.92007,0.00271,-10.49641,0.00650,-10.61409,0.00335,-10.18568,0.00458,EulerCAM
56992.08055,-10.91335,0.00394,-10.50273,0.00827,-10.62872,0.00503,-10.19774,0.01060,EulerCAM
56993.21557,-10.90927,0.00700,-10.49005,0.00913,-10.61979,0.01255,-10.18103,0.00668,EulerCAM
56994.07441,-10.92980,0.00823,-10.50994,0.00648,-10.61750,0.00573,-10.17654,0.02171,EulerCAM
56995.19440,-10.92385,0.00445,-10.48682,0.00550,-10.63114,0.01327,-10.17943,0.00709,EulerCAM
56996.19105,-10.94155,0.00620,-10.47162,0.03203,-10.60280,0.01080,-10.15679,0.01578,EulerCAM
56997.22880,-10.92629,0.00575,-10.45810,0.00856,-10.62823,0.00738,-10.18154,0.01089,EulerCAM
56999.09990,-10.92294,0.00409,-10.49119,0.00572,-10.63067,0.00786,-10.14595,0.02184,EulerCAM
57000.24950,-10.94627,0.00414,-10.48713,0.00663,-10.62418,0.01058,-10.16036,0.01819,EulerCAM
57001.22628,-10.94773,0.01153,-10.48424,0.00887,-10.63891,0.00458,-10.18688,0.00666,EulerCAM
57002.24367,-10.93014,0.00953,-10.51718,0.01194,-10.63613,0.00371,-10.16475,0.00690,EulerCAM
57003.30067,-10.94423,0.00397,-10.50617,0.01576,-10.62717,0.00439,-10.18516,0.00967,EulerCAM
57004.26345,-10.94926,0.00327,-10.51146,0.00526,-10.62482,0.00409,-10.19131,0.00570,EulerCAM
57005.14716,-10.93148,0.00515,-10.51554,0.00338,-10.64554,0.00309,-10.18656,0.00425,EulerCAM
57006.24609,-10.92792,0.00938,-10.51015,0.00402,-10.63394,0.00365,-10.19088,0.00745,EulerCAM
57007.25979,-10.94349,0.00273,-10.50171,0.00768,-10.62646,0.00402,-10.20292,0.00465,EulerCAM
57008.26517,-10.92809,0.00272,-10.52229,0.00707,-10.62871,0.00390,-10.17898,0.00428,EulerCAM
57009.27031,-10.92698,0.00474,-10.51909,0.01285,-10.61867,0.00534,-10.19793,0.00653,EulerCAM
57010.15085,-10.92515,0.00261,-10.52475,0.00402,-10.62971,0.00720,-10.20059,0.00718,EulerCAM
57011.19774,-10.92978,0.00238,-10.52254,0.00415,-10.62302,0.00283,-10.20166,0.00441,EulerCAM
57012.15454,-10.91328,0.00408,-10.52192,0.00345,-10.62437,0.00324,-10.20249,0.00429,EulerCAM
57013.16941,-10.92810,0.00268,-10.52528,0.01007,-10.61801,0.00330,-10.20227,0.00447,EulerCAM
57014.20186,-10.91878,0.00426,-10.52181,0.00572,-10.61068,0.00307,-10.20675,0.00697,EulerCAM
57015.27253,-10.90992,0.00259,-10.52445,0.00329,-10.60992,0.00311,-10.21210,0.00406,EulerCAM
57016.19586,-10.91555,0.00828,-10.51899,0.00590,-10.60731,0.00477,-10.20769,0.00541,EulerCAM
57017.06581,-10.91156,0.00836,-10.52708,0.00389,-10.61646,0.00592,-10.19174,0.01090,EulerCAM
57018.04295,-10.90493,0.00324,-10.49354,0.00671,-10.63075,0.01240,-10.21179,0.01680,EulerCAM
57019.04553,-10.88394,0.00634,-10.49902,0.00820,-10.62895,0.00978,-10.21829,0.00942,EulerCAM
57020.04413,-10.90954,0.00451,-10.50809,0.00537,-10.60542,0.00627,-10.19650,0.00585,EulerCAM
57021.25272,-10.90365,0.00463,-10.49903,0.00724,-10.59866,0.00323,-10.20345,0.01040,EulerCAM
57022.04820,-10.90497,0.00688,-10.46819,0.01101,-10.62102,0.00673,-10.17085,0.02547,EulerCAM
57023.05443,-10.89698,0.00459,-10.50827,0.01136,-10.62101,0.00737,-10.20601,0.00820,EulerCAM
57024.10931,-10.90207,0.00415,-10.49456,0.00578,-10.61074,0.01013,-10.17255,0.02411,EulerCAM
57025.18430,-10.91650,0.01148,-10.50309,0.01070,-10.61227,0.00529,-10.18505,0.01107,EulerCAM
57026.04889,-10.89806,0.01212,-10.51150,0.00706,-10.61111,0.00808,-10.18577,0.03029,EulerCAM
57027.10809,-10.90296,0.00676,-10.51186,0.00933,-10.60693,0.01201,-10.20607,0.01782,EulerCAM
57028.16968,-10.91224,0.00683,-10.51053,0.01067,-10.59773,0.01127,-10.17127,0.01179,EulerCAM
57029.14632,-10.89965,0.00348,-10.48996,0.00477,-10.59473,0.00439,-10.19745,0.00605,EulerCAM
57031.20778,-10.90791,0.00374,-10.50798,0.01183,-10.61802,0.01241,-10.16979,0.00675,EulerCAM
57033.20325,-10.90304,0.00795,-10.49669,0.00520,-10.59070,0.00367,-10.16859,0.00589,EulerCAM
57036.12321,-10.90707,0.00414,-10.48796,0.00495,-10.59889,0.00419,-10.17460,0.00428,EulerCAM
57040.07115,-10.89939,0.00329,-10.49764,0.00305,-10.59284,0.00920,-10.17691,0.00727,EulerCAM
57045.11466,-10.89040,0.00256,-10.47831,0.00330,-10.58496,0.00308,-10.16787,0.00709,EulerCAM
57049.06691,-10.86056,0.00861,-10.47522,0.00399,-10.57345,0.00370,-10.16730,0.00503,EulerCAM
57053.11895,-10.86734,0.01093,-10.48143,0.00740,-10.54987,0.00559,-10.14900,0.00781,EulerCAM
57057.07761,-10.85801,0.00398,-10.47759,0.00536,-10.54142,0.00510,-10.13351,0.01446,EulerCAM
57063.07969,-10.84776,0.00914,-10.47171,0.00623,-10.54181,0.00549,-10.13855,0.00934,EulerCAM
57064.08097,-10.85315,0.00361,-10.45828,0.00430,-10.53979,0.00562,-10.14714,0.00403,EulerCAM
57069.06226,-10.83424,0.00339,-10.44577,0.00338,-10.51594,0.01312,-10.12232,0.00431,EulerCAM
57079.03485,-10.78498,0.00587,-10.43210,0.03268,-10.50326,0.02508,-10.09874,0.03647,EulerCAM
57080.04636,-10.86078,0.01395,-10.29774,0.02070,-10.49474,0.01778,-10.09998,0.02357,EulerCAM
57081.10018,-10.78083,0.00834,-10.45657,0.04997,-10.51107,0.01055,-10.03875,0.04151,EulerCAM
57083.05006,-10.80187,0.00424,-10.41081,0.01276,-10.46292,0.00560,-10.08904,0.02045,EulerCAM
57087.01780,-10.79249,0.00409,-10.43735,0.00677,-10.48954,0.00551,-10.08536,0.00791,EulerCAM
57091.01508,-10.81491,0.00518,-10.41914,0.00835,-10.49983,0.00521,-10.07167,0.01249,EulerCAM
57095.02765,-10.79444,0.00334,-10.42602,0.00452,-10.48659,0.01011,-10.03170,0.00925,EulerCAM
57099.00948,-10.79056,0.00295,-10.39338,0.00407,-10.47905,0.00358,-10.06877,0.00473,EulerCAM
57102.03834,-10.77127,0.00643,-10.41333,0.00726,-10.46341,0.01941,-10.05408,0.00837,EulerCAM
57103.00459,-10.81143,0.01103,-10.38395,0.01517,-10.44432,0.00476,-10.12049,0.00615,EulerCAM
57112.98968,-10.75452,0.00473,-10.39174,0.00736,-10.44373,0.00608,-10.09362,0.00811,EulerCAM
57236.42160,-10.82861,0.01215,-10.44525,0.01599,-10.59211,0.00565,-10.07717,0.00872,EulerCAM
57255.38868,-10.85281,0.00781,-10.49443,0.00363,-10.61116,0.00698,-10.11242,0.00662,EulerCAM
57258.40759,-10.83500,0.00847,-10.50240,0.00710,-10.59627,0.00311,-10.10923,0.00434,EulerCAM
57270.40181,-10.83215,0.00593,-10.52505,0.00522,-10.58392,0.00698,-10.12541,0.00568,EulerCAM
57274.40088,-10.84689,0.00423,-10.52076,0.01055,-10.58784,0.00573,-10.13764,0.01321,EulerCAM
57278.36065,-10.82565,0.00274,-10.54465,0.00659,-10.59407,0.00313,-10.12191,0.00716,EulerCAM
57291.27680,-10.83354,0.01229,-10.54159,0.00675,-10.56932,0.01223,-10.12452,0.03074,EulerCAM
57294.33979,-10.82088,0.00710,-10.54274,0.01688,-10.55100,0.00676,-10.12917,0.01919,EulerCAM
57298.26509,-10.81617,0.01099,-10.56760,0.00570,-10.56542,0.01283,-10.10409,0.01926,EulerCAM
57299.33740,-10.82228,0.01879,-10.54171,0.00497,-10.53879,0.00495,-10.12353,0.01196,EulerCAM
57300.32968,-10.81075,0.02532,-10.50221,0.03682,-10.53820,0.01660,-10.12717,0.04717,EulerCAM
57301.27287,-10.82040,0.00461,-10.48686,0.00582,-10.60987,0.07213,-10.13587,0.01131,EulerCAM
57311.29038,-10.79682,0.00588,-10.52914,0.01130,-10.54897,0.00478,-10.12165,0.00539,EulerCAM
57322.31214,-10.79226,0.00782,-10.53688,0.01163,-10.51051,0.02358,-10.04365,0.01211,EulerCAM
57324.35030,-10.80789,0.01213,-10.49871,0.00866,-10.57097,0.01165,-10.05744,0.01270,EulerCAM
57329.33773,-10.82294,0.01658,-10.50452,0.00484,-10.50856,0.01006,-10.07604,0.01119,EulerCAM
57334.31991,-10.81605,0.00303,-10.54024,0.00632,-10.52995,0.00492,-10.08547,0.00615,EulerCAM
57338.31652,-10.82758,0.00754,-10.51092,0.01289,-10.53008,0.01421,-10.09206,0.01033,EulerCAM
57344.17249,-10.81942,0.00329,-10.52457,0.00586,-10.57644,0.01215,-10.07621,0.00846,EulerCAM
57358.11500,-10.91983,0.00456,-10.62459,0.00381,-10.65024,0.00520,-10.12272,0.00691,EulerCAM
57362.11468,-10.91721,0.00338,-10.63653,0.00622,-10.68089,0.00448,-10.14089,0.00410,EulerCAM
57371.16545,-10.96426,0.00176,-10.68557,0.00126,-10.71704,0.00204,-10.20041,0.00261,EulerCAM
57372.16608,-10.96657,0.00232,-10.68683,0.00357,-10.72073,0.00222,-10.19925,0.00422,EulerCAM
57373.15892,-10.96875,0.00200,-10.69364,0.00294,-10.72655,0.00219,-10.20576,0.00407,EulerCAM
57381.12791,-11.02425,0.00854,-10.73216,0.01228,-10.74974,0.00705,-10.21730,0.01984,EulerCAM
57385.14673,-11.04090,0.00309,-10.77202,0.00373,-10.79803,0.00955,-10.24681,0.01522,EulerCAM
57389.18669,-11.04770,0.00244,-10.79346,0.00874,-10.79716,0.00614,-10.28063,0.00932,EulerCAM
57397.14177,-11.05846,0.00242,-10.80906,0.00280,-10.82882,0.00309,-10.34430,0.00377,EulerCAM
57401.14592,-11.06715,0.00335,-10.82694,0.00532,-10.83002,0.00485,-10.34534,0.00360,EulerCAM
57415.09677,-11.08505,0.00429,-10.86839,0.00483,-10.85154,0.00343,-10.38246,0.00881,EulerCAM
57419.08519,-11.10045,0.00313,-10.86667,0.00278,-10.85527,0.00649,-10.39737,0.00360,EulerCAM
57423.04013,-11.08607,0.00707,-10.87261,0.00576,-10.86947,0.00334,-10.39969,0.00395,EulerCAM
57427.05982,-11.09986,0.00312,-10.88166,0.00604,-10.86881,0.00336,-10.41610,0.00403,EulerCAM
57431.10079,-11.08026,0.00253,-10.86504,0.00405,-10.86024,0.00287,-10.41362,0.01089,EulerCAM
57434.03218,-11.08372,0.00677,-10.88646,0.00384,-10.85450,0.00394,-10.42990,0.00910,EulerCAM
57439.03842,-11.07744,0.00519,-10.86171,0.00611,-10.84505,0.01976,-10.43351,0.00663,EulerCAM
57443.04180,-11.08715,0.00628,-10.86057,0.00378,-10.83518,0.00580,-10.40007,0.00575,EulerCAM
57447.03918,-11.08404,0.00461,-10.85704,0.00318,-10.83554,0.00300,-10.39657,0.00682,EulerCAM
57452.03514,-11.06730,0.00586,-10.85696,0.00619,-10.83855,0.00325,-10.39761,0.00966,EulerCAM
57456.04038,-11.09838,0.00921,-10.85488,0.00439,-10.86399,0.00367,-10.39146,0.01248,EulerCAM
57461.03913,-11.09492,0.00301,-10.86335,0.00860,-10.85447,0.00651,-10.40576,0.00434,EulerCAM
57469.99844,-11.10910,0.00475,-10.90795,0.01332,-10.84376,0.01430,-10.42384,0.01154,EulerCAM
57474.01116,-11.09590,0.00969,-10.89602,0.00979,-10.86022,0.01146,-10.42601,0.01380,EulerCAM
57478.99464,-11.09674,0.01904,-10.87685,0.00884,-10.85079,0.00418,-10.40376,0.00595,EulerCAM
57602.42631,-10.98500,0.00381,-10.74944,0.01452,-10.73832,0.00351,-10.24469,0.00507,EulerCAM
57606.40928,-11.02679,0.00416,-10.70783,0.00527,-10.72741,0.01302,-10.21862,0.03782,EulerCAM
57608.41771,-10.97336,0.00461,-10.73996,0.00419,-10.75421,0.00344,-10.27546,0.01298,EulerCAM
57609.41988,-10.98791,0.00274,-10.75493,0.00581,-10.74590,0.00549,-10.27512,0.00446,EulerCAM
57617.42360,-11.00400,0.00788,-10.76341,0.00649,-10.76651,0.01161,-10.27460,0.00734,EulerCAM
57622.40636,-11.01717,0.01103,-10.77769,0.00997,-10.80575,0.00702,-10.28325,0.00666,EulerCAM
57625.41718,-11.03249,0.00992,-10.77239,0.00708,-10.82793,0.00390,-10.27973,0.00484,EulerCAM
57632.37553,-11.05627,0.00297,-10.83190,0.00639,-10.85765,0.00271,-10.31874,0.00444,EulerCAM
57651.36843,-11.11300,0.00342,-10.89786,0.00632,-10.90932,0.00421,-10.43283,0.00481,EulerCAM
57659.39882,-11.12121,0.00520,-10.91353,0.00443,-10.90128,0.00447,-10.45918,0.00804,EulerCAM
57667.27831,-11.11940,0.00224,-10.93151,0.00325,-10.93854,0.00497,-10.45077,0.00573,EulerCAM
57671.27967,-11.13728,0.00230,-10.94350,0.00543,-10.94698,0.00241,-10.45216,0.01057,EulerCAM
57687.31681,-11.16653,0.00377,-11.00929,0.00298,-10.96884,0.00771,-10.51403,0.00651,EulerCAM
57690.32176,-11.16558,0.00206,-11.02087,0.00291,-10.97102,0.00230,-10.50180,0.00582,EulerCAM
57695.21073,-11.17040,0.00333,-11.03777,0.00520,-10.99480,0.00570,-10.51540,0.00323,EulerCAM
57699.16795,-11.16975,0.00771,-11.02991,0.00289,-10.98424,0.00339,-10.50800,0.00769,EulerCAM
57711.20417,-11.16010,0.00600,-11.01745,0.00352,-10.98840,0.00393,-10.54080,0.00848,EulerCAM
57720.28403,-11.17359,0.00233,-11.02907,0.00296,-10.97754,0.00381,-10.52830,0.00348,EulerCAM
57728.09207,-11.19565,0.00633,-11.02805,0.00831,-11.02795,0.00953,-10.54038,0.00430,EulerCAM
57736.14380,-11.21024,0.00971,-11.05109,0.00661,-11.02824,0.00934,-10.54493,0.01027,EulerCAM
57741.14225,-11.20252,0.00711,-11.06984,0.00234,-11.03453,0.00239,-10.56732,0.00515,EulerCAM
57749.14486,-11.22953,0.00449,-11.06968,0.00408,-11.03737,0.00465,-10.58241,0.00378,EulerCAM
57757.14894,-11.22440,0.00915,-11.08549,0.00243,-11.05339,0.00459,-10.58677,0.00333,EulerCAM
57765.10337,-11.22943,0.00443,-11.10554,0.01338,-11.05082,0.00613,-10.57622,0.00844,EulerCAM
57769.11976,-11.23624,0.00419,-11.10442,0.00553,-11.05693,0.00673,-10.61848,0.00396,EulerCAM
57773.11647,-11.24044,0.00286,-11.11873,0.00297,-11.04603,0.00219,-10.60898,0.00272,EulerCAM
57785.14156,-11.25652,0.00196,-11.09440,0.00259,-11.06730,0.00322,-10.60558,0.00511,EulerCAM
57795.09175,-11.23510,0.00476,-11.13688,0.00516,-11.06288,0.00548,-10.60126,0.03177,EulerCAM
57799.12955,-11.19647,0.01987,-11.13684,0.01515,-11.11173,0.01485,-10.55872,0.03166,EulerCAM
57809.10390,-11.23247,0.01395,-11.11635,0.02070,-11.05688,0.01778,-10.60645,0.02332,EulerCAM
57816.03888,-11.23231,0.01105,-11.12030,0.01030,-11.04278,0.00321,-10.59770,0.00697,EulerCAM
57820.03742,-11.22875,0.00518,-11.11358,0.00377,-11.03679,0.00415,-10.62582,0.01040,EulerCAM
57824.03490,-11.23203,0.00431,-11.12411,0.00367,-11.01727,0.01046,-10.59174,0.00561,EulerCAM
57829.02259,-11.22036,0.00246,-11.12101,0.00237,-11.01356,0.00252,-10.61665,0.00398,EulerCAM
57841.01786,-11.16150,0.01395,-11.09223,0.02070,-10.94495,0.01778,-10.58087,0.02332,EulerCAM
57948.43610,-11.02868,0.01395,-10.99616,0.02070,-10.91195,0.01778,-10.42382,0.02332,EulerCAM
57960.43113,-11.07196,0.00572,-11.01689,0.00561,-10.89608,0.00935,-10.42971,0.00514,EulerCAM
57964.42415,-11.07464,0.00257,-11.00906,0.00768,-10.90331,0.00838,-10.41683,0.00570,EulerCAM
57968.42276,-11.06631,0.00992,-10.98470,0.01303,-10.91929,0.01905,-10.41849,0.02265,EulerCAM
57972.42582,-11.06353,0.00443,-10.97276,0.00827,-10.93494,0.00487,-10.43276,0.02186,EulerCAM
57987.40157,-11.05595,0.00368,-10.94216,0.00512,-10.88341,0.00830,-10.44559,0.00338,EulerCAM
57993.39280,-11.06854,0.00549,-10.94656,0.01200,-10.89621,0.00286,-10.41201,0.01309,EulerCAM
57998.32828,-11.08236,0.00961,-10.93666,0.00368,-10.95483,0.01070,-10.40905,0.02003,EulerCAM
58001.32632,-11.08920,0.00383,-10.97666,0.00716,-10.92704,0.00437,-10.41800,0.00822,EulerCAM
58010.34044,-11.10298,0.00720,-11.02416,0.00289,-10.94556,0.00920,-10.45706,0.01058,EulerCAM
58013.30008,-11.10916,0.00228,-11.03505,0.00323,-10.94932,0.00247,-10.46550,0.00400,EulerCAM
58017.39497,-11.12166,0.00988,-11.04783,0.00369,-10.94348,0.00315,-10.47519,0.00344,EulerCAM
58022.36851,-11.09898,0.00231,-11.05895,0.00236,-10.93621,0.00325,-10.51449,0.00917,EulerCAM
58026.25030,-11.10475,0.01380,-11.04624,0.01364,-10.93391,0.00751,-10.48501,0.01383,EulerCAM
58029.27558,-11.08027,0.00430,-11.04812,0.00619,-10.91605,0.00876,-10.48273,0.02359,EulerCAM
58033.25105,-11.07688,0.00430,-11.04714,0.00620,-10.90670,0.00494,-10.49210,0.01190,EulerCAM
58039.22552,-11.07041,0.00252,-11.03728,0.00502,-10.90310,0.00706,-10.46111,0.00581,EulerCAM
58041.36418,-11.09304,0.01395,-11.04216,0.02070,-10.85020,0.01778,-10.47797,0.02332,EulerCAM
58043.27353,-11.06110,0.00222,-11.04052,0.00225,-10.88625,0.00446,-10.45910,0.00830,EulerCAM
58045.28897,-11.05340,0.00267,-11.03619,0.00282,-10.88665,0.00515,-10.45420,0.00384,EulerCAM
58049.27195,-11.04324,0.00572,-11.02983,0.00265,-10.86381,0.00624,-10.44776,0.01583,EulerCAM
58053.17730,-11.03721,0.00289,-11.02193,0.00427,-10.84889,0.00794,-10.44195,0.00431,EulerCAM
58057.23164,-11.01815,0.00733,-10.99225,0.00286,-10.85897,0.01184,-10.42204,0.00428,EulerCAM
58066.33276,-11.03315,0.00579,-10.97785,0.00697,-10.82949,0.00344,-10.39531,0.01078,EulerCAM
58074.31626,-11.03645,0.00857,-10.98770,0.00370,-10.84866,0.00892,-10.38831,0.00387,EulerCAM
58078.23495,-11.05682,0.00403,-11.02679,0.00455,-10.85105,0.00388,-10.38072,0.01275,EulerCAM
58082.32525,-11.04538,0.01014,-11.04564,0.00546,-10.83323,0.00380,-10.39726,0.00756,EulerCAM
58086.14641,-11.02848,0.00299,-11.06351,0.00645,-10.88037,0.01295,-10.37371,0.00609,EulerCAM
58090.22356,-11.04578,0.00607,-11.06050,0.00762,-10.86479,0.00759,-10.38085,0.01365,EulerCAM
58098.12155,-11.04735,0.00413,-11.04168,0.00691,-10.87817,0.00449,-10.40475,0.00584,EulerCAM
58100.29243,-11.03223,0.00987,-11.06564,0.00506,-10.87225,0.01117,-10.41266,0.01182,EulerCAM
58103.05020,-11.04549,0.00245,-11.05866,0.00243,-10.86595,0.00269,-10.38706,0.00758,EulerCAM
58107.12616,-11.03086,0.00461,-11.05939,0.00466,-10.87300,0.00378,-10.39973,0.00384,EulerCAM
58110.14627,-11.03414,0.00252,-11.06208,0.00328,-10.85131,0.00277,-10.42385,0.00360,EulerCAM
58114.12095,-11.04480,0.00285,-11.06196,0.00282,-10.87454,0.00774,-10.40483,0.00450,EulerCAM
58118.11669,-11.01369,0.02753,-11.06676,0.00757,-10.84470,0.00637,-10.42730,0.04029,EulerCAM
58122.11576,-11.02919,0.00636,-11.06991,0.00304,-10.86667,0.00377,-10.40722,0.00476,EulerCAM
58126.17535,-11.05003,0.01298,-11.06389,0.01342,-10.86810,0.01012,-10.40438,0.00478,EulerCAM
58134.09214,-11.02905,0.00242,-11.06469,0.00238,-10.85732,0.00264,-10.39830,0.00342,EulerCAM
58138.11485,-11.03955,0.01091,-11.07282,0.00248,-10.86673,0.00478,-10.40450,0.00622,EulerCAM
58152.12286,-11.06158,0.00410,-11.06277,0.00411,-10.86547,0.00467,-10.39773,0.00656,EulerCAM
58156.08213,-11.04385,0.00472,-11.04421,0.00514,-10.86181,0.01417,-10.39497,0.01001,EulerCAM
58160.07628,-11.05479,0.00279,-11.03789,0.00247,-10.87574,0.00269,-10.41581,0.01204,EulerCAM
58164.06002,-11.08091,0.00766,-11.03559,0.00271,-10.89507,0.00799,-10.41264,0.01424,EulerCAM
58168.06848,-11.08219,0.00453,-11.04051,0.00407,-10.89089,0.00260,-10.40950,0.00402,EulerCAM
58172.06897,-11.08631,0.00313,-11.05961,0.00508,-10.91905,0.00704,-10.44987,0.00700,EulerCAM
58174.05698,-11.08350,0.00768,-11.07014,0.00363,-10.91922,0.00425,-10.43141,0.00843,EulerCAM
58177.07746,-11.09228,0.01395,-11.07160,0.02070,-10.94658,0.01778,-10.42669,0.02332,EulerCAM
58178.02836,-11.07974,0.02000,-11.08344,0.00934,-10.97432,0.04060,-10.43005,0.01041,EulerCAM
58180.06328,-11.10867,0.00957,-11.07248,0.00736,-10.91508,0.00505,-10.48493,0.01705,EulerCAM
58184.05959,-11.10205,0.00383,-11.08272,0.00842,-10.92065,0.00280,-10.46772,0.00368,EulerCAM
58187.03430,-11.10811,0.01075,-11.09083,0.00930,-10.92991,0.00269,-10.47317,0.01122,EulerCAM
58189.00935,-11.10616,0.00272,-11.08072,0.00811,-10.93355,0.01354,-10.48474,0.00392,EulerCAM
58192.03224,-11.09004,0.01226,-11.08444,0.00522,-10.93201,0.01094,-10.50277,0.00408,EulerCAM
58196.00534,-11.10825,0.00275,-11.08764,0.00696,-10.93054,0.00380,-10.48100,0.00402,EulerCAM
58201.01196,-11.11371,0.01857,-11.07873,0.00709,-10.94750,0.00662,-10.49538,0.01774,EulerCAM
58204.99816,-11.11443,0.00387,-11.10148,0.00655,-10.93223,0.01112,-10.48532,0.01677,EulerCAM
58210.00944,-11.11099,0.01395,-11.12633,0.02070,-10.94123,0.01778,-10.49940,0.02332,EulerCAM
58354.41787,-11.04144,0.00546,-11.18192,0.01765,-10.95132,0.02899,-10.47636,0.02011,EulerCAM
